29403;# doc = rechSTARTNUM1.2ENDNUM.txt;;;;;;;;;;;;;;;;
29404;# speaker = Д;;;;;;;;;;;;;;;;
29405;# sent = 2191;;;;;;;;;;;;;;;;
29692;;её;ОНА;SPRO sg 3p f acc;;;Блин , я _её_ тоже не могу;ё;е;;;;;SPRO;ОНА;SPRO sg 3p f acc;А
29693;;тоже;ТОЖЕ;PART;;;, я её _тоже_ не могу понять;е;ж;о;т;;;PART;ТОЖЕ;PART;Е
29694;;не;НЕ;PART;;;я её тоже _не_ могу понять ,;е;н;;;;;PART;НЕ;PART;Е
29695;;могу;МОЧЬ;V ipf praes sg indic - 1p;;;её тоже не _могу_ понять , подожди;у;г;о;м;;;V;МОЧЬ;V ipf praes sg indic - 1p;Ь
29696;;понять;ПОНЯТЬ;V pf - - inf - -;;;тоже не могу _понять_ , подожди …;ь;т;я;н;о;п;V;ПОНЯТЬ;V pf - - inf - -;Ь
29697;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29698;;подожди;ПОДОЖДАТЬ;V pf - sg imper - 2p;;;могу понять , _подожди_ …;и;д;ж;о;д;о;V;ПОДОЖДАТЬ;V pf - sg imper - 2p;Ь
29699;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
29700;;;;;;;;;;;;;;;;;
29701;# sent = 2232;;;;;;;;;;;;;;;;
29702;;Подожди;ПОДОЖДАТЬ;V pf - sg imper - 2p;;;… _Подожди_ , я понял;и;д;ж;о;д;о;V;ПОДОЖДАТЬ;V pf - sg imper - 2p;Ь
29703;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29704;;я;Я;SPRO sg 1p - nom;;;Подожди , _я_ понял « Yeah;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
29705;;понял;ПОНЯТЬ;V pf praet sg indic m -;;;Подожди , я _понял_ « Yeah ,;л;я;н;о;п;;V;ПОНЯТЬ;V pf praet sg indic m -;Ь
29706;;«;«;PUNCT;;;;;;;;;;PUNCT;;;
29707;;Yeah;YEAH;NONLEX;;;я понял « _Yeah_ , sure »;h;a;e;y;;;NONLEX;YEAH;NONLEX;H
29708;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29709;;sure;SURE;NONLEX;;;« Yeah , _sure_ » , это;e;r;u;s;;;NONLEX;SURE;NONLEX;E
29710;;»;»;PUNCT;;;;;;;;;;PUNCT;;;
29711;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29712;;это;ЭТО;SPRO n - acc sg;;;sure » , _это_ все .;о;т;э;;;;SPRO;ЭТО;S n - acc sg;О
29713;;все;ВЕСЬ;APRO - nom sg plen n -;;;» , это _все_ .;е;с;в;;;;PART;ВСЕ;PART;Е
29714;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29715;;;;;;;;;;;;;;;;;
29716;# sent = 2233;;;;;;;;;;;;;;;;
29717;"<distinct form=""";;;;;;;;;;;;;;;;
29718;<dist>;Блять;;;;;;;;;;;;;;;
29719;""">";;;;;;;;;;;;;;;;
29720;;Блядь;БЛЯДЬ;INTJ;;;Блять _Блядь_ …;ь;д;я;л;б;;S;БЛЯДЬ;S f anim acc sg;Ь
29721;</distinct>;;;;;;;;;;;;;;;;
29722;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
29723;;;;;;;;;;;;;;;;;
29724;# sent = 2234;;;;;;;;;;;;;;;;
29725;# speaker = Я;;;;;;;;;;;;;;;;
29726;# sent = 2235;;;;;;;;;;;;;;;;
29727;;Я;Я;SPRO sg 1p - nom;;;_Я_ , кстати ,;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
29728;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29729;;кстати;КСТАТИ;ADV -;;;Я , _кстати_ , не знаю;и;т;а;т;с;к;ADV;КСТАТИ;ADV -;И
29730;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29731;;не;НЕ;PART;;;, кстати , _не_ знаю , можно;е;н;;;;;PART;НЕ;PART;Е
29732;;знаю;ЗНАТЬ;V ipf praes sg indic - 1p;;;кстати , не _знаю_ , можно ли;ю;а;н;з;;;V;ЗНАТЬ;V ipf praes sg indic - 1p;Ь
29733;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29734;;можно;МОЖНО;PRAEDIC;;;не знаю , _можно_ ли …;о;н;ж;о;м;;PRAEDIC;МОЖНО;PRAEDIC;О
29735;;ли;ЛИ;PART;;;знаю , можно _ли_ …;и;л;;;;;PART;ЛИ;PART;И
29736;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
29737;;;;;;;;;;;;;;;;;
29738;# sent = 2236;;;;;;;;;;;;;;;;
29739;# speaker = Д;;;;;;;;;;;;;;;;
29740;# sent = 2237;;;;;;;;;;;;;;;;
29741;;Ничего;НИЧТО;SPRO n inan acc sg;;;_Ничего_ не понятно .;о;г;е;ч;и;н;SPRO;НИЧТО;S n - gen sg;О
29742;;не;НЕ;PART;;;Ничего _не_ понятно .;е;н;;;;;PART;НЕ;PART;Е
29743;;понятно;ПОНЯТНО;ADV -;;;Ничего не _понятно_ .;о;н;т;я;н;о;ADV;ПОНЯТНО;ADV -;О
29744;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29745;;;;;;;;;;;;;;;;;
29746;# sent = 2238;;;;;;;;;;;;;;;;
29747;# speaker = Я;;;;;;;;;;;;;;;;
29748;# sent = 2239;;;;;;;;;;;;;;;;
29749;;Можно;МОЖНО;PRAEDIC;;;_Можно_ ?;о;н;ж;о;м;;PRAEDIC;МОЖНО;PRAEDIC;О
29750;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
29751;;;;;;;;;;;;;;;;;
29752;# sent = 2240;;;;;;;;;;;;;;;;
29753;;Думаю;ДУМАТЬ;V ipf praes sg indic - 1p;;;? _Думаю_ да , что;ю;а;м;у;д;;V;ДУМАТЬ;V ipf praes sg indic - 1p;Ь
29754;;да;ДА;PART;;;Думаю _да_ , что тоже;а;д;;;;;CONJ;ДА;CONJ;А
29755;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29756;;что;ЧТО;CONJ;;;Думаю да , _что_ тоже можно .;о;т;ч;;;;CONJ;ЧТО;CONJ;О
29757;;тоже;ТОЖЕ;PART;;;да , что _тоже_ можно .;е;ж;о;т;;;PART;ТОЖЕ;PART;Е
29758;;можно;МОЖНО;PRAEDIC;;;, что тоже _можно_ .;о;н;ж;о;м;;PRAEDIC;МОЖНО;PRAEDIC;О
29759;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29760;;;;;;;;;;;;;;;;;
29761;# sent = 2241;;;;;;;;;;;;;;;;
29762;;Как бы;Как бы;PART;;;. _Как бы_ …;ы;б;;к;а;к;PART;Как бы;ADV -;ы
29763;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
29764;;;;;;;;;;;;;;;;;
29765;# sent = 2242;;;;;;;;;;;;;;;;
29766;;Р;Р;NONLEX;;;… _Р_ ...;р;;;;;;NONLEX;Р;NONLEX;Р
29767;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
29768;;;;;;;;;;;;;;;;;
29769;# sent = 2243;;;;;;;;;;;;;;;;
29770;# speaker = Д;;;;;;;;;;;;;;;;
29771;# sent = 2244;;;;;;;;;;;;;;;;
29772;;Вообще;ВООБЩЕ;ADV -;;;_Вообще_ ничего .;е;щ;б;о;о;в;ADV;ВООБЩЕ;ADV -;Е
29773;;ничего;НИЧТО;ADV -;;;Вообще _ничего_ .;о;г;е;ч;и;н;ADV;НИЧЕГО;ADV -;О
29774;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29775;;;;;;;;;;;;;;;;;
29776;# sent = 2245;;;;;;;;;;;;;;;;
29777;# speaker = Я;;;;;;;;;;;;;;;;
29778;# sent = 2246;;;;;;;;;;;;;;;;
29779;;Русский;РУССКИЙ;A - nom sg plen m -;;;_Русский_ язык , как бы;й;и;к;с;с;у;A;РУССКИЙ;A - nom sg plen m -;Й
29780;;язык;ЯЗЫК;S m inan nom sg;;;Русский _язык_ , как бы ,;к;ы;з;я;;;S;ЯЗЫК;S m inan nom sg;К
29781;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29782;;как бы;как бы;PART;;;Русский язык , _как бы_ , могучий .;ы;б;;к;а;к;PART;как бы;ADV -;ы
29783;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29784;;могучий;МОГУЧИЙ;A - nom sg plen m -;;;, как бы , _могучий_ .;й;и;ч;у;г;о;A;МОГУЧИЙ;A - nom sg plen m -;Й
29785;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29786;;;;;;;;;;;;;;;;;
29787;# sent = 2247;;;;;;;;;;;;;;;;
29788;# speaker = Д;;;;;;;;;;;;;;;;
29789;# sent = 2248;;;;;;;;;;;;;;;;
29790;;Они;ОНИ;SPRO pl - - nom;;;_Они_ молчат .;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;И
29791;;молчат;МОЛЧАТЬ;V ipf praes pl indic - 3p;;;Они _молчат_ .;т;а;ч;л;о;м;V;МОЛЧАТЬ;V ipf praes pl indic - 3p;Ь
29792;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29793;;;;;;;;;;;;;;;;;
29794;# sent = 2249;;;;;;;;;;;;;;;;
29795;;Блин;БЛИН;INTJ;;;. _Блин_ .;н;и;л;б;;;S;БЛИН;S m inan acc sg;Н
29796;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29797;;;;;;;;;;;;;;;;;
29798;# sent = 2250;;;;;;;;;;;;;;;;
29799;;У;У;PR;;;. _У_ них какой-то …;у;;;;;;PR;У;PR;У
29800;;них;ОНИ;SPRO pl - - gen;;;У _них_ какой-то …;х;и;н;;;;SPRO;ОНИ;SPRO pl - - loc;И
29801;;какой-то;КАКОЙ-ТО;APRO - nom sg plen m -;;;У них _какой-то_ …;о;т;-;й;о;к;APRO;КАКОЙ-ТО;A - nom sg plen m -;О
29802;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
29803;;;;;;;;;;;;;;;;;
29804;# sent = 2251;;;;;;;;;;;;;;;;
29805;;Я;Я;SPRO sg 1p - nom;;;… _Я_ реально …;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
29806;;реально;РЕАЛЬНО;ADV -;;;Я _реально_ …;о;н;ь;л;а;е;ADV;РЕАЛЬНО;ADV -;О
29807;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
29808;;;;;;;;;;;;;;;;;
29809;# sent = 2252;;;;;;;;;;;;;;;;
29810;;Это;ЭТО;SPRO n - nom sg;;;… _Это_ …;о;т;э;;;;SPRO;ЭТО;S n - nom sg;О
29811;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
29812;;;;;;;;;;;;;;;;;
29813;# sent = 2253;;;;;;;;;;;;;;;;
29814;;Это;ЭТО;SPRO n - nom sg;;;… _Это_ вроде английский ,;о;т;э;;;;SPRO;ЭТО;S n - nom sg;О
29815;;вроде;ВРОДЕ;PART;;;Это _вроде_ английский , но;е;д;о;р;в;;PART;ВРОДЕ;PART;Е
29816;;английский;АНГЛИЙСКИЙ;A - nom sg plen m -;;;Это вроде _английский_ , но …;й;и;к;с;й;и;A;АНГЛИЙСКИЙ;A - nom sg plen m -;Й
29817;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29818;;но;НО;CONJ;;;вроде английский , _но_ … какой-то странный;о;н;;;;;CONJ;НО;CONJ;О
29819;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
29820;;какой-то;КАКОЙ-ТО;APRO - nom sg plen m -;;;, но … _какой-то_ странный английский .;о;т;-;й;о;к;APRO;КАКОЙ-ТО;A - nom sg plen m -;О
29821;;странный;СТРАННЫЙ;A - nom sg plen m -;;;но … какой-то _странный_ английский .;й;ы;н;н;а;р;A;СТРАННЫЙ;A - nom sg plen m -;Й
29822;;английский;АНГЛИЙСКИЙ;A - nom sg plen m -;;;… какой-то странный _английский_ .;й;и;к;с;й;и;A;АНГЛИЙСКИЙ;A - nom sg plen m -;Й
29823;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29824;;;;;;;;;;;;;;;;;
29825;# sent = 2254;;;;;;;;;;;;;;;;
29826;# speaker = Я;;;;;;;;;;;;;;;;
29827;# sent = 2255;;;;;;;;;;;;;;;;
29828;;Ну;НУ;PART;;;_Ну_ как ты думаешь;у;н;;;;;PART;НУ;PART;У
29829;;как;КАК;ADV -;;;Ну _как_ ты думаешь ,;к;а;к;;;;ADV;КАК;ADV -;К
29830;;ты;ТЫ;SPRO sg 2p - nom;;;Ну как _ты_ думаешь , о;ы;т;;;;;SPRO;ТЫ;SPRO sg 2p - nom;Ы
29831;;думаешь;ДУМАТЬ;V ipf praes sg indic - 2p;;;Ну как ты _думаешь_ , о чем;ь;ш;е;а;м;у;V;ДУМАТЬ;V ipf praes sg indic - 2p;Ь
29832;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29833;;о;О;PR;;;ты думаешь , _о_ чем они говорят;о;;;;;;PR;О;PR;О
29834;;чем;ЧТО;SPRO n inan loc sg;;;думаешь , о _чем_ они говорят ,;м;е;ч;;;;SPRO;ЧТО;S n - ins sg;О
29835;;они;ОНИ;SPRO pl - - nom;;;, о чем _они_ говорят , скажем;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;И
29836;;говорят;ГОВОРИТЬ;V ipf praes pl indic - 3p;;;о чем они _говорят_ , скажем .;т;я;р;о;в;о;V;ГОВОРИТЬ;V ipf praes pl indic - 3p;Ь
29837;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29838;;скажем;СКАЖЕМ;ADV -;;;они говорят , _скажем_ .;м;е;ж;а;к;с;ADV;СКАЖЕМ;ADV -;М
29839;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29840;;;;;;;;;;;;;;;;;
29841;# sent = 2256;;;;;;;;;;;;;;;;
29842;# speaker = Д;;;;;;;;;;;;;;;;
29843;# sent = 2257;;;;;;;;;;;;;;;;
29844;;Они;ОНИ;SPRO pl - - nom;;;_Они_ ссорятся .;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;И
29845;;ссорятся;ССОРИТЬСЯ;V ipf praes pl indic - 3p;;;Они _ссорятся_ .;я;с;т;я;р;о;V;ССОРИТЬСЯ;V ipf praes pl indic - 3p;Я
29846;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29847;;;;;;;;;;;;;;;;;
29848;# sent = 2258;;;;;;;;;;;;;;;;
29849;;Это;ЭТО;SPRO n - nom sg;;;. _Это_ я точно могу;о;т;э;;;;SPRO;ЭТО;S n - nom sg;О
29850;;я;Я;SPRO sg 1p - nom;;;Это _я_ точно могу понять;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
29851;;точно;ТОЧНО;ADV -;;;Это я _точно_ могу понять .;о;н;ч;о;т;;ADV;ТОЧНО;ADV -;О
29852;;могу;МОЧЬ;V ipf praes sg indic - 1p;;;Это я точно _могу_ понять .;у;г;о;м;;;V;МОЧЬ;V ipf praes sg indic - 1p;Ь
29853;;понять;ПОНЯТЬ;V pf - - inf - -;;;я точно могу _понять_ .;ь;т;я;н;о;п;V;ПОНЯТЬ;V pf - - inf - -;Ь
29854;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29855;;;;;;;;;;;;;;;;;
29856;# sent = 2259;;;;;;;;;;;;;;;;
29857;;Бля;БЛЯ;INTJ;;;. _Бля_ , они говорят;я;л;б;;;;INTJ;БЛЯ;INTJ;Я
29858;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29859;;они;ОНИ;SPRO pl - - nom;;;Бля , _они_ говорят то ли;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;И
29860;;говорят;ГОВОРИТЬ;V ipf praes pl indic - 3p;;;Бля , они _говорят_ то ли на;т;я;р;о;в;о;V;ГОВОРИТЬ;V ipf praes pl indic - 3p;Ь
29861;;то;ТО;CONJ;;;, они говорят _то_ ли на с;о;т;;;;;CONJ;ТО;CONJ;О
29862;;ли;ЛИ;PART;;;они говорят то _ли_ на с …;и;л;;;;;PART;ЛИ;PART;И
29863;;на;НА;PR;;;говорят то ли _на_ с … каком-то;а;н;;;;;PR;НА;PR;А
29864;;с;С;NONLEX;;;то ли на _с_ … каком-то сложном;с;;;;;;PR;С;PR;С
29865;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
29866;;каком-то;КАКОЙ-ТО;APRO - loc sg plen m -;;;на с … _каком-то_ сложном английском ,;о;т;-;м;о;к;APRO;КАКОЙ-ТО;A - loc sg plen m -;О
29867;;сложном;СЛОЖНЫЙ;A - loc sg plen n -;;;с … каком-то _сложном_ английском , то;м;о;н;ж;о;л;A;СЛОЖНЫЙ;A - loc sg plen n -;Й
29868;;английском;АНГЛИЙСКИЙ;A - loc sg plen m -;;;… каком-то сложном _английском_ , то ли;м;о;к;с;й;и;A;АНГЛИЙСКИЙ;A - loc sg plen m -;Й
29869;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29870;;то;ТО;CONJ;;;сложном английском , _то_ ли они чередуют;о;т;;;;;CONJ;ТО;CONJ;О
29871;;ли;ЛИ;PART;;;английском , то _ли_ они чередуют ,;и;л;;;;;PART;ЛИ;PART;И
29872;;они;ОНИ;SPRO pl - - nom;;;, то ли _они_ чередуют , потому что;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;И
29873;;чередуют;ЧЕРЕДОВАТЬ;V ipf praes pl indic - 3p;;;то ли они _чередуют_ , потому что там;т;ю;у;д;е;р;V;ЧЕРЕДОВАТЬ;V ipf praes pl indic - 3p;Ь
29874;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29875;;потому что;потому что;CONJ;;;они чередуют , _потому что_ там … т;о;т;ч;;у;м;CONJ;потому что;CONJ;о
29876;;там;ТАМ;ADV;;;чередуют , потому что _там_ … т …;м;а;т;;;;PART;ТАМ;PART;М
29877;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
29878;;т;Т;NONLEX;;;потому что там … _т_ …;т;;;;;;NONLEX;Т;S f inan nonflex -;Т
29879;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
29880;;;;;;;;;;;;;;;;;
29881;# sent = 2260;;;;;;;;;;;;;;;;
29882;;Английский;АНГЛИЙСКИЙ;A - nom sg plen m -;;;… _Английский_ — не англ;й;и;к;с;й;и;A;АНГЛИЙСКИЙ;A - nom sg plen m -;Й
29883;;—;—;PUNCT;;;;;;;;;;PUNCT;;;
29884;;не;НЕ;PART;;;Английский — _не_ англ …;е;н;;;;;PART;НЕ;PART;Е
29885;;англ;АНГЛ;NONLEX;;;Английский — не _англ_ …;л;г;н;а;;;S;АНГЛ;S m anim nom sg;Л
29886;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
29887;;;;;;;;;;;;;;;;;
29888;# sent = 2261;;;;;;;;;;;;;;;;
29889;;Я;Я;SPRO sg 1p - nom;;;… _Я_ не могу понять;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
29890;;не;НЕ;PART;;;Я _не_ могу понять .;е;н;;;;;PART;НЕ;PART;Е
29891;;могу;МОЧЬ;V ipf praes sg indic - 1p;;;Я не _могу_ понять .;у;г;о;м;;;V;МОЧЬ;V ipf praes sg indic - 1p;Ь
29892;;понять;ПОНЯТЬ;V pf - - inf - -;;;Я не могу _понять_ .;ь;т;я;н;о;п;V;ПОНЯТЬ;V pf - - inf - -;Ь
29893;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29894;;;;;;;;;;;;;;;;;
29895;# sent = 2262;;;;;;;;;;;;;;;;
29896;;Вот;ВОТ;PART;;;. _Вот_ .;т;о;в;;;;PART;ВОТ;PART;Т
29897;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29898;;;;;;;;;;;;;;;;;
29899;# sent = 2263;;;;;;;;;;;;;;;;
29900;;Она;ОНА;SPRO sg 3p f nom;;;. _Она_ …;а;н;о;;;;SPRO;ОНА;SPRO sg 3p f nom;А
29901;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
29902;;;;;;;;;;;;;;;;;
29903;# sent = 2264;;;;;;;;;;;;;;;;
29904;;Они;ОНИ;SPRO pl - - nom;;;… _Они_ поссорились , а;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;И
29905;;поссорились;ПОССОРИТЬСЯ;V pf praet pl indic - -;;;Они _поссорились_ , а теперь;ь;с;и;л;и;р;V;ПОССОРИТЬСЯ;V pf praet pl indic - -;Я
29906;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29907;;а;А;CONJ;;;Они поссорились , _а_ теперь она несет;а;;;;;;CONJ;А;CONJ;А
29908;;теперь;ТЕПЕРЬ;ADV -;;;поссорились , а _теперь_ она несет ему;ь;р;е;п;е;т;ADV;ТЕПЕРЬ;ADV -;Ь
29909;;она;ОНА;SPRO sg 3p f nom;;;, а теперь _она_ несет ему торт;а;н;о;;;;SPRO;ОНА;SPRO sg 3p f nom;А
29910;;несет;НЕСТИ;V ipf praes sg indic - 3p;;;а теперь она _несет_ ему торт .;т;е;с;е;н;;V;НЕСТИ;V ipf praes sg indic - 3p;И
29911;;ему;ОН;SPRO sg 3p m dat;;;теперь она несет _ему_ торт .;у;м;е;;;;SPRO;ОН;SPRO sg 3p m dat;Н
29912;;торт;ТОРТ;S m inan acc sg;;;она несет ему _торт_ .;т;р;о;т;;;S;ТОРТ;S m inan acc sg;Т
29913;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29914;;;;;;;;;;;;;;;;;
29915;# sent = 2265;;;;;;;;;;;;;;;;
29916;;Это;ЭТО;SPRO n - nom sg;;;. _Это_ я понял .;о;т;э;;;;SPRO;ЭТО;S n - nom sg;О
29917;;я;Я;SPRO sg 1p - nom;;;Это _я_ понял .;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
29918;;понял;ПОНЯТЬ;V pf praet sg indic m -;;;Это я _понял_ .;л;я;н;о;п;;V;ПОНЯТЬ;V pf praet sg indic m -;Ь
29919;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29920;;;;;;;;;;;;;;;;;
29921;# sent = 2266;;;;;;;;;;;;;;;;
29922;;Эээ;ЭЭЭ;NONLEX;;;. _Эээ_ …;э;э;э;;;;NONLEX;ЭЭЭ;NONLEX;Э
29923;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
29924;;;;;;;;;;;;;;;;;
29925;# sent = 2267;;;;;;;;;;;;;;;;
29926;;Это;ЭТО;SPRO n - nom sg;;;… _Это_ тоже .;о;т;э;;;;SPRO;ЭТО;S n - nom sg;О
29927;;тоже;ТОЖЕ;PART;;;Это _тоже_ .;е;ж;о;т;;;PART;ТОЖЕ;PART;Е
29928;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29929;;;;;;;;;;;;;;;;;
29930;# sent = 2268;;;;;;;;;;;;;;;;
29931;# speaker = Я;;;;;;;;;;;;;;;;
29932;# sent = 2269;;;;;;;;;;;;;;;;
29933;;Ну;НУ;PART;;;_Ну_ я не знаю;у;н;;;;;PART;НУ;PART;У
29934;;я;Я;SPRO sg 1p - nom;;;Ну _я_ не знаю .;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
29935;;не;НЕ;PART;;;Ну я _не_ знаю .;е;н;;;;;PART;НЕ;PART;Е
29936;;знаю;ЗНАТЬ;V ipf praes sg indic - 1p;;;Ну я не _знаю_ .;ю;а;н;з;;;V;ЗНАТЬ;V ipf praes sg indic - 1p;Ь
29937;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29938;;;;;;;;;;;;;;;;;
29939;# sent = 2270;;;;;;;;;;;;;;;;
29940;;Опиши;ОПИСАТЬ;V pf - sg imper - 2p;;;. _Опиши_ их эмоции .;и;ш;и;п;о;;V;ОПИСАТЬ;V pf - sg imper - 2p;Ь
29941;;их;ИХ;APRO - acc pl plen - -;;;Опиши _их_ эмоции .;х;и;;;;;SPRO;ОНИ;SPRO pl - - acc;И
29942;;эмоции;ЭМОЦИЯ;S f inan acc pl;;;Опиши их _эмоции_ .;и;и;ц;о;м;э;S;ЭМОЦИЯ;S f inan acc pl;Я
29943;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29944;;;;;;;;;;;;;;;;;
29945;# sent = 2271;;;;;;;;;;;;;;;;
29946;;Блин;БЛИН;INTJ;;;. _Блин_ , в общем;н;и;л;б;;;S;БЛИН;S m inan acc sg;Н
29947;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29948;;в;В;PARENTH;слитно со следующим;;Блин , _в_ общем , нужно;в;;;;;;PR;В;PR;В
29949;;общем;ОБЩИЙ;PARENTH;;;Блин , в _общем_ , нужно …;м;е;щ;б;о;;A;ОБЩИЙ;A - loc sg plen m -;Й
29950;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29951;;нужно;НУЖНО;PRAEDIC;;;в общем , _нужно_ … не молчать;о;н;ж;у;н;;PRAEDIC;НУЖНО;ADV -;О
29952;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
29953;;не;НЕ;PART;;;, нужно … _не_ молчать .;е;н;;;;;PART;НЕ;PART;Е
29954;;молчать;МОЛЧАТЬ;V ipf - - inf - -;;;нужно … не _молчать_ .;ь;т;а;ч;л;о;V;МОЛЧАТЬ;V ipf - - inf - -;Ь
29955;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29956;;;;;;;;;;;;;;;;;
29957;# sent = 2272;;;;;;;;;;;;;;;;
29958;# speaker = Д;;;;;;;;;;;;;;;;
29959;# sent = 2273;;;;;;;;;;;;;;;;
29960;;Ну;НУ;PART;;;_Ну_ , они;у;н;;;;;PART;НУ;PART;У
29961;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29962;;они;ОНИ;SPRO pl - - nom;;;Ну , _они_ че-то;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;И
29963;"<distinct form=""";;;;;;;;;;;;;;;;
29964;<dist>;че-то;;;;;;;;;;;;;;;
29965;""">";;;;;;;;;;;;;;;;
29966;;что-то;ЧТО-ТО;SPRO n inan acc sg;;;че-то _что-то_ …;о;т;-;о;т;ч;SPRO;ЧТО-ТО;S n - acc sg;О
29967;</distinct>;;;;;;;;;;;;;;;;
29968;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
29969;;;;;;;;;;;;;;;;;
29970;# sent = 2274;;;;;;;;;;;;;;;;
29971;;Непонятно;НЕПОНЯТНО;ADV -;;;… _Непонятно_ , потому что;о;н;т;я;н;о;ADV;НЕПОНЯТНО;ADV -;О
29972;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
29973;;потому что;потому что;CONJ;;;Непонятно , _потому что_ ниче;о;т;ч;;у;м;CONJ;потому что;CONJ;о
29974;"<distinct form=""";;;;;;;;;;;;;;;;
29975;<dist>;ниче;;;;;;;;;;;;;;;
29976;""">";;;;;;;;;;;;;;;;
29977;;ничто;НИЧТО;SPRO n inan acc sg;;;ниче _ничто_ я не;о;т;ч;и;н;;SPRO;НИЧТО;S n - nom sg;О
29978;</distinct>;;;;;;;;;;;;;;;;
29979;;я;Я;SPRO sg 1p - nom;;;ничто _я_ не могу сказать;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
29980;;не;НЕ;PART;;;ничто я _не_ могу сказать .;е;н;;;;;PART;НЕ;PART;Е
29981;;могу;МОЧЬ;V ipf praes sg indic - 1p;;;я не _могу_ сказать .;у;г;о;м;;;V;МОЧЬ;V ipf praes sg indic - 1p;Ь
29982;;сказать;СКАЗАТЬ;V pf - - inf - -;;;я не могу _сказать_ .;ь;т;а;з;а;к;V;СКАЗАТЬ;V pf - - inf - -;Ь
29983;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
29984;;;;;;;;;;;;;;;;;
29985;# sent = 2275;;;;;;;;;;;;;;;;
